အင်္ဂလိပ်,Myanmar,REMARK
SOI,စွဲ့,mmaws
SOKE,စုတ်,Byee-Thara
SOKKA,စုက္က,mmaws
SOLOMON,ဆိုလိုမွန်,
SON,စွန်,
SONAR,ဆိုနာ,
SONE,စုံ,
SONG,ဆောင်း,
SONI,ဆိုနီ,
SONNY,ဆိုနီ,
SONT,စွန့်,Byee-Thara
SOO,စူး,Byee-Thara
SOOF,ဆော့,
SOON,ဆွန်း,
SOOT,ဆွပ်,
SOPHIE,ဆိုဖီ,
SOT,ဆော့,
SOUL,စိုး,
SOUM,ဆုမ်း,mmaws
SOUNG,ဆောင်း,
STAI,စတိုင်း,
STANLEY,စတန်လေ,
STAR,စတား,
STEINER,စတိုင်းနာ,
STEL,စတယ်,
STELLA,စတယ်လာ,
STEPHEN,စတီဖင်,
STEVEN,စတီဗင်,
STORE,စတိုး,
SU,စု,ဆု / စု
SUAN,ဆွန်း,
SUB,ဆပ်,
SUCK,စက်,
SUE,ဆူး,
SUI,ဆွီး,
SUM,ဆမ်,
SUMONDRA,ဆုမွန်ဒြာ,
SUN,စန်း,
SUNDER,ဆန်းဒါး,
SUNDI,စန္ဒီ,
SUNDY,စန္ဒီ,
SUNEEL,ဆုနီး,Nan OnePay
SUNG,ဆုမ်း,
SUNI,ဆူနီ,
SUNIL,ဆူနေး,
SUNIT,ဆနစ်,
SUNITHAR,ဆူနီသာ,
SUNN,စန်း,
SUNNI,ဆန်နီ,
SUNNY,ဆန်နီ,
SUNSHINE,ဆန်းရှိုင်း,
SUNT,ဆန့်,
SUNTHAR,ဆန်းသာ,
SUP,ဆပ်,
SUPER,စူပါ,
SURESH,ဆူရာ့ချ်,
SURESHBHAI,ဆူရာ့ချ်ဘိုင်,
SURI,ဆူရိ,
SUT,ဆွန့်,
SUTEE,စုတီ,
SUU,စု,စု / ဆု
SUUM,ဆုန်,
SUUN,ဆန်း,
SUZAN,စူဇန်,
SUZI,ဆူဇီ,
SWA,ဆွာ,
SWAE,ဆွဲ,
SWAL,ဆွယ်,
SWAM,စွမ်း,
SWAN,စွမ်း,
SWANN,စွမ်း,
SWANT,ဆွမ့်,
SWAR,ဆွာ,
SWAT,ဆွပ်,
SWAY,ဆွေ,
SWAYE,ဆွေး,
SWE,ဆွေ,
SWE`,ဆွဲ,
SWEAT,ဆွဲ့,Nan OnePay
SWEE,ဆွီး,
SWEET,ဆွိ,
SWEETY,ဆွိတီ,
SWEL,ဆွယ်,
SWET,စွဲ့,mmaws
SWIN,ဆွင်,
SWINE,ဆွင်း,
SWON,စွန်း,
SWOUT,စွပ်,mmaws
SWUN,စွမ်း,
SWUT,ဆွတ်,mmaws
SXYAN,ဆွမ်,Nan OnePay
SY,စိုင်,Byee-Thara
SYA,စျ,Byee-Thara
SYAW,စော်,Byee-Thara
SYAWE,စွယ်,Byee-Thara
SYAWT,စော့,Byee-Thara
SYAY,စေ,Byee-Thara
SYE,စေး,Byee-Thara
SYN,စင်,
SYO,စိုး,Byee-Thara
SYU,စု,Byee-Thara
T,တီ,
TA,တ,
TAA,တာ,
TAE,တေး,
TAGU,တန်ခူး,
TAHUNG,ထောင်,
TAI,တိုင်,
TAIK,တိုက်,
TAIKE,တိုက်,Byee-Thara
TAIN,တိန်,Byee-Thara
TAINE,တိုင်,Byee-Thara
TAING,တိုင်,Byee-Thara
TAINT,တိန့်,
TAK,တက်,mmaws
TAKASHI,တာကာရှီ,
TAKE,တိတ်,
TAKKA,တက္ခ,mmaws
TAL,တည်,
TALA,သလာ,
TALAR,သလာ,
TAM,တမ်,Byee-Thara
TAMATHARRA,တ္တမသာရ,
TAMLAR,တမ်လာ,
TAMURA,တုမုယာ,
TAN,တန်,
TANE,တိမ်း,
TANG,တန်,
TANN,တန်း,
TANT,တန့်,Byee-Thara
TAR,တာ,
TARMALAR,တာမလာ,
TARYAR,တာရာ,
TAT,တက်,
TAUK,တောက်,Byee-Thara
TAUN,ထောင်း,
TAUNG,တောင်,
TAUNK,သောင်း,
TAUT,တောက်,mmaws
TAW,တော်,
TAWNG,တောင်,
TAY,တေ,
TAYA,တာရာ,
TAYAR,တာရာ,
TAYLOR,တေလာ,
TAYZA,တေဇ,
TAYZAR,တေဇာ,
TAYZER,တေဇာ,
TAZAR,တေဇာ,
TE,တီ,
TEE,တီး,
TEEL,တီးလ်,mmaws
TEIK,တိတ်,Byee-Thara
TEIN,တိန်း,Byee-Thara
TEINT,တိမ့်,Byee-Thara
TEJA,တေဇ,
TEJANIYA,တေဇနိယ,
TEJAS,တေးဂျက်စ်,
TEKKA,တက္ခ,mmaws
TER,တာ,
TET,တက်,
TEYZA,တေဇ,
TEZA,တေဇ,
TEZAR,တေဇာ,
THA,သ,
THABYAE,သပြေ,
THABYE,သဘိုင်,
THADA,သဒ္ဓါ,mmaws
THADAMA,သဓ္ဓမ,
THADAR,သဒ္ဒါ,
THADDI,သိဒ္ဓိ,mmaws
THADI,သတ္တိ,
THAE,သဲ,
THAE`,သဲ,
THAESU,သဲစု,
THAET,သက်,
THAGYAN,သင်္ကြန်,
THAGYIN,သင်္ကြန်,
THAI,ထိုင်း,
THAIK,သိုက်,
THAIKE,သိုက်,Byee-Thara
THAIN,သိန်,Byee-Thara
THAINE,သိုင်,Byee-Thara
THAING,သိုင်း,
THAINGI,သိင်္ဂီ,mmaws
THAINT,သိမ့်,
THAIR,သဲ,
THAK,သောက်,
THAKA,သက,
THAKHIN,သခင်,
THAKIN,သခင်,
THAKYAN,သင်္ကြန်,
THAL,သဲ,
THALA,သလ,
THALAR,သလ္လာ,mmaws
THAM,သမ်,
THAMIN,သမင်း,
THAN,သန်း,
THANAR,သန္တာ,
THANBU,သမ္ဘူ,mmaws
THANDA,သန္တာ,
THANDAR,သန္တာ,
THANDR,သန္တာ,
THANDRA,သန္ဒြာ,mmaws
THANE,သန်း,
THANG,ထန်,
THANK,သန့်,
THANLA,သံလ,
THANMAR,သမ္မာ,mmaws
THANN,သန်း,
THANT,သန့်,
THANTAR,သံသာ,
THANTHAR,သံသာ,
THANZIN,သံစဉ်,
THAPYAE,သပြေ,
THAPYAY,သပြေ,
THAR,သာ,
THARA,သရ,
THARAPHE,သရဖီ,
THARAPHEE,သရဖီ,
THARAPHI,သရဖီ,
THARAPHU,သရဖူ,
THARAPHY,သရဖီ,
THAREE,သာရီ,
THARYA,သာရ,
THAT,သက်,
THATHTAR,သက်ထား,
THATTI,သတ္တိ,mmaws
THAUK,သောက်,Byee-Thara
THAUNG,သောင်း,
THAW,သော်,
THAWDA,သော်တာ,
THAWDAR,သော်တာ,
THAWE,သွယ်,
THAWL,သွယ််,
THAWNG,ထောင်း,
THAWT,သော့,
THAWTAR,သော်တာ,
THAY,သေ,Byee-Thara
THAYA,သရ,
THAYAPHEE,သရဖီ,
THAYAPHI,သရဖီ,
THAYAPHU,သရဖူ,
THAYI,သရီ,
THAZIN,သဇင်,
THE,သဲ,
THE`,သဲ,
THEA,သဲ,
THEAL,သဲ,
THED,သက်,
THEE,သီး,
THEI,သိန်း,
THEIDDAT,သိဓ္ဓတ်,mmaws
THEIH,ထိပ်,
THEIK,သိုက်,
THEIKHA,သိင်္ခ,mmaws
THEIM,သိမ်း,
THEIMT,သိမ့်,
THEIN,သိန်း,
THEINGA,သိင်္ဃ,mmaws
THEINGAR,သိင်္ဂါ,mmaws
THEINGE,သိမ့်ငယ်,
THEINGEE,သိင်္ဂီ,
THEINGI,သိင်္ဂီ,
THEINKHA,သိင်္ခ,
THEINN,သိန်း,
THEINT,သိမ့်,
THEIPPAN,သိပ္ပံ,
THEIT,သိမ့်,
THEITPAN,သိပ္ပံ,mmaws
THEL,သဲ,
THEMAR,သဲမာ,
THENIGI,သိင်္ဂီ,
THER,သာ,
THERAPHY,သရဖီ,
THET,သက်,
THETKA,သက္က,mmaws
THETSHAN,သက်ရှမ်း,
THI,သီ,
THIDA,သီတာ,
THIDAGU,သီတဂူ,
THIDAR,သီတာ,
THIE,သီး,
THIEIN,*--,*
THIHA,သီဟ,
THIKE,သိုက်,
THILAR,သီလာ,
THIN,သင်း,
THINCHAR,သင်္ချာ,mmaws
THINCHAY,သင်္ချေ,mmaws
THINE,သိုင်,Byee-Thara
THINGGUM,သင်္ကြန်,
THINGI,သင်္ဂီ,Nan OnePay
THINGYAN,သင်္ကြန်,
THINGYIN,သင်္ကြန်,
THINGYNN,သင်္ကြန်,
THINHSE,သိဉ္စည်း,mmaws
THINKAY,သင်္ကေ,mmaws
THINKHA,သင်္ခ,mmaws
THINN,သင်း,
THINT,သင့်,
THINZA,သင်ဇာ,
THINZALI,သင်ဇလီ,
THINZAR,သင်ဇာ,
THINZU,သဉ္ဇူ,mmaws
THIP,သစ်,
THIRAINDA,သိရိန္ဒ,
THIRI,သီရိ,
THISAR,သစ္စာ,
THISSAR,သစ္စာ,
THIT,သစ်,
THITAGU,သီတဂူ,
THITAR,သီတာ,
THITSA,သစ္စာ,
THITSAR,သစ္စာ,
THIYI,သီရိ,
THIZAR,သီဇာ,
THLAING,သှိုင်,Byee-Thara
THO,သို,
THOE,သိုး,Byee-Thara
THOH,သို့,Byee-Thara
THOHT,သို့,Byee-Thara
THOKE,သုတ်,Byee-Thara
THOMAS,သောမက်စ်,
THON,သွန်း,
THONDARA,သုန္ဒရ,
THONE,သုန်,
THONEDARA,သုန္ဒရ,
THONT,သွန့်,Byee-Thara
THOO,သူး,
THOON,သွန်း,
THOSE,သို့,
THOT,သို့,
THOUK,သောက်,mmaws
THOUNG,သောင်း,
THOUT,သောက်,
THU,သူ,
THUDAMA,သုဓမ္မ,
THUDAW,သုဒ္ဓေါ,mmaws
THUKA,သုခ,
THUKHA,သုခ,
THULAY,သုလေ,
THUMANA,သုမန,
THUN,သွန်း,
THUNN,သွန်း,
THURA,သူရ,
THURAIN,သူရိန်,
THUREIN,သူရိန်,
THUREYIN,သူရိန်,
THURIN,သူရိန်,
THURIYA,သူရိယ,
THUTA,သုတ,
THUU,သူ,
THUWUN,သုဝဏ်,
THUWUNN,သုဝဏ်,
THUYA,သူရ,
THUYEIN,သူရိန်,
THUZA,သူဇာ,
THUZAR,သူဇာ,
THWA,သွ,Byee-Thara
THWAL,သွယ်,
THWAN,သွမ်,Byee-Thara
THWAR,သွား,mmaws
THWAT,သော့,mmaws
THWAY,သွေး,
THWE,သွယ်,
THWEL,သွယ်,
THWET,သွယ့်,
THWIN,သွင်,
THWINT,သွင့်,mmaws
THWLE,သွယ်,
THWN,သွင်,
THY,သိုင်,Byee-Thara
THYA,သျ,Byee-Thara
THYAW,သော်,Byee-Thara
THYAWE,သွယ်,Byee-Thara
THYAWT,သော့,Byee-Thara
THYAY,သေ,Byee-Thara
THYE,သေး,Byee-Thara
THYKE,သိုက်,
THYNN,သင်း,
THYO,သိုး,Byee-Thara
THYU,သျူ,Byee-Thara
TI,တီ,
TIDE,တိုက်,mmaws
TII,တီ,
TIKE,တိုက်,
TIMOTHY,တင်မိုသီ,
TIN,တင်,
TINE,တိုင်,Byee-Thara
TINN,တင်း,Byee-Thara
TINNAVATI,တင်နဗာတီ,
TINT,တင့်,
TINZAR,သင်ဇာ,
TIP,တစ်ပ်,
TIT,တစ်,Byee-Thara
TIYA,တိရ,
TLAING,တှိုင်,Byee-Thara
TN,တင်,
TO,တို,Byee-Thara
TOAT,တုတ်,
TOE,တိုး,
TOH,တို့,Byee-Thara
TOHT,တို့,Byee-Thara
TOKE,တုတ်,
TOM,တွမ်,
TOMMY,တော်မီ,
TON,တွန်,Byee-Thara
TONE,တုန်း,
TONT,တွန့်,Byee-Thara
TONY,တိုနီ,
TOO,တူး,
TOR,သော,
TOTE,တုတ်,
TOTTY,တော်တီ,
TOUT,တောက်,mmaws
TRA,တြာ,mmaws
TRAR,တာရာ,
TREZA,ထရီဇာ,
TRI,တြီ,mmaws
TSAWM,တွမ်,
TSH,သဲ,
TSIN,စင်,
TU,တူး,
TUANG,တွမ်,
TUE,တူး,
TUN,ထွန်း,
TUNG,တောင်,
TUNN,ထွန်း,
TUU,တူး,
TWA,တွ,Byee-Thara
TWAL,တွယ်,
TWAM,တွမ်,mmaws
TWAN,တွမ်,Byee-Thara
TWANN,တွန်း,
TWAR,တွာ,mmaws
TWAY,တွေ,
TWE,တွယ်,
TWEL,တွယ်,
TWETAR,တွယ်တာ,
TWIN,သွင်,
TWO,တူး,
TWUN,တွမ်း,mmaws
TY,တိုင်,
TYA,တွ,Byee-Thara
TYAW,တော်,Byee-Thara
TYAWE,တွယ်,Byee-Thara
TYAWT,တော့,Byee-Thara
TYAY,တေ,Byee-Thara
TYE,တေး,Byee-Thara
TYNE,တိုင်းန်,
TYO,တိုး,Byee-Thara
TYU,တူ,Byee-Thara
U,ဦး,
U.,ဦး,
UA,ဝါ,mmaws
V,ဗွီ,mmaws
VA,ဗ,
VALL,ဗဲ,
VAN,ဗန်,
VANDHANA,ဗဓန္န,
VANG,ဗန်,
VANN,ဗန်း,
VAR,ဗား,
VER,ဗား,mmaws
VI,ဗီ,
VIC,ဗစ်,mmaws
VICTOR,ဗစ်တာ,
VICTORIOUS,ဗစ်တိုးရီးယက်စ်,
VID,ဗစ်,mmaws
VIE,ဗီ,mmaws
VILLA,ဗီလာ,
VIN,ဗင်,
VINOD,ဗီနော့်ဒ်,
VISUTA,ဗိဆုတ,
VIT,ဗစ်,
VUI,ဗွီး,
VUNG,ဗုန်,
WA,ဝ,
WADDY,ဝတီ,
WADE,ဝတီ,
WADI,၀တီ,
WADY,ဝတီ,
WAH,ဝါ,
WAI,ဝေ,
WAIK,ဝိုက်,Byee-Thara
WAIKE,ဝိုက်,Byee-Thara
WAILU,ဝေဠု,
WAIN,ဝိန်,Byee-Thara
WAINDA,ဝိန္ဒ,
WAINE,ဝိုင်,Byee-Thara
WAING,ဝိုင်း,
WAIT,ဝိတ်,
WAIYAN,ဝေယံ,
WAL,ဝယ်,mmaws
WALAR,ဝလာ,
WALINTON,ဝယ်လင်တန်,
WALTER,ဝေါလ်တာ,
WALTON,ဝဲလ်တန်,
WAM,ဝမ်,
WAN,ဝန်,
WANA,ဝန,
WANAR,ဝနာ,
WANDY,ဝမ်ဒီ,
WANE,ဝိန်,mmaws
WANG,ဝမ်,
WANN,ဝမ်း,
WANNA,ဝဏ္ဏ,
WANT,ဝန့်,Byee-Thara
WAR,ဝါ,
WARA,ဝါယ,
WARLAR,ဝါလာ,
WARR,ဝါး,
WARTHAWA,ဝါသယ,
WARZI,ဝါဇီ,
WAT,ဝက်,Byee-Thara
WATA,ဝံန္တ,
WATE,ဝိတ်,
WATHAN,ဝဿန်,
WATHON,ဝသုန်,
WATHONE,ဝသုန်,
WATI,ဝဒီ,
WATYI,ဝတ်ရည်,
WAUK,ဝေါက်,Byee-Thara
WAW,ဝေါ,Byee-Thara
WAY,ဝေ,
WAYA,၀ရ,
WAYAT,ဝရတ်,
WAYT,ဝက်,
WE,ဝီ,
WEE,ဝီး,Byee-Thara
WEI,ဝေ,
WEIK,ဝိတ်,Byee-Thara
WEIN,ဝိန်း,Byee-Thara
WEINT,ဝိမ့်,Byee-Thara
WEL,ဝယ်လ်,mmaws
WET,ဝက်,Byee-Thara
WHA,ဝှာ,
WHAR,ဝှား,
WHITE,ဝှိုက်,
WI,ဝီ,
WIGIN,ဝီဂင်,
WILLIAM,ဝီလီယမ်,
WILLIAMS,ဝီလျံ,
WILLION,ဝဲလ်လင်,
WILSON,ဝေးလ်ဆန်,
WIMM,ဝင်း,
WIN,ဝင်း,
WINE,ဝိုင်း,
WINEE,ဝင်နီ,
WING,ဝင်း,
WINN,ဝင်း,
WINNA,ဝဏ္ဏ,
WINNE,ဝင်နီ,
WINNI,ဝင်နီ,
WINNIE,ဝင်နီ,
WINT,ဝင့်,
WIRA,ဝိယ,
WISEIKTA,ဝိစိတ္တ,
WIT,ဝတ်,
WITHONDA,ဝသုန္ဒ,
WITHUTA,ဝိသုတ,
WITT,ဝတ်,
WITTYI,ဝတ်ရည်,
WITYE,ဝတ်ရည်,
WITYEE,ဝတ်ရည်,
WITYI,ဝတ်ရည်,
WLAING,ဝှိုင်,Byee-Thara
WN,ဝင်း,
WO,ဝို,Byee-Thara
WOE,ဝိုး,
WOH,ဝို့,Byee-Thara
WOHN,ဝုန်,
WOHT,ဝို့,Byee-Thara
WOKE,ဝုတ်,Byee-Thara
WON,ဝန်း,Nan OnePay
WONE,ဝုန်,
WONG,ဝမ်,
WONNA,ဝဏ္ဏ,
WONT,ဝွန့်,Byee-Thara
WOO,ဝူး,Byee-Thara
WOON,ဝုန်း,
WOR,ဝါ,
WOT,ဝဒ်,
WOU,ဝူ,mmaws
WOUT,ဝတ်,
WU,ဝု,Byee-Thara
WUDA,ဝံတ္တ,
WUIT,ဝတ်,
WULI,ဝူလိ,
WUN,ဝဏ်,
WUNA,ဝဏ္ဏ,
WUNN,ဝန်း,
WUNNA,ဝဏ္ဏ,
WUNTHA,ဝံသ,
WUT,ဝတ်,
WUT YE,ဝတ်ရည်,
WUTHMONE,ဝတ်မှုံ,
WUTT,ဝတ်,
WUTTYE,ဝတ်ရည်,
WUTTYEE,ဝတ်ရည်,
WUTTYI,ဝတ်ရည်,
WUTYE,ဝတ်ရည်,
WUTYEE,ဝတ်ရည်,
WUTYI,ဝတ်ရည်,
WUU,ဝူး,Byee-Thara
WUUT,ဝတ်,
WWA,ဝွ,Byee-Thara
WWAN,ဝမ်,Byee-Thara
WWE,ဝီး,Byee-Thara
WY,ဝိုင်,Byee-Thara
WYA,ဝျ,Byee-Thara
WYAW,ဝေါ်,Byee-Thara
WYAWE,ဝွယ်,Byee-Thara
WYAWT,ဝေါ့,Byee-Thara
WYAY,ဝေး,Byee-Thara
WYE,ဝေး,Byee-Thara
WYIT,ဝတ်,
WYNE,ဝိုင်း,
WYNN,ဝင်း,
WYO,ဝိုး,Byee-Thara
WYU,ဝူး,Byee-Thara
WYUT,ဝတ်,
XANDER,ဇန္ဒား,mmaws
XIE,ဇီး,
XOOR,ဇော,
XTIKE,ထိုက်,
XUAN,ဇွမ်,
Y,ဝိုင်,
YA,ယ,
YACOOB,ယာကွတ်,
YADANA,ရတနာ,
YADANAR,ရတနာ,
YADE,ရတီ,
YADI,ရတီ,
YAE,ရဲ,
YAEKET,ရေကတ်,
YAH,ယား,
YAHMON,ရမှုံ,
YAI,ရဲ့,
YAIK,ယိုက်,Byee-Thara
YAIKE,ယိုက်,Byee-Thara
YAIN,ရိန်,
YAINE,ယိန်း,
YAING,ယိုင်,Byee-Thara
YAINT,ယိမ့်,mmaws
YAIR,ရဲ,
YAKE,ရိပ်,
YAL,ရယ်,
YAM,ရမ်,
YAMAKA,ယာမကာ,
YAMIN,ယမင်း,
YAMINN,ယမင်း,
YAMOM,ယမှုံ,
YAMON,ယမုံ,
YAMONE,ယမုံ,
YAMONG,ယမုံ,
YAN,ရန်,
YANANT,ရနံ့,
YANDANAR,ရတနာ,
YANG,ရမ်း,
YANN,ရန်,
YANT,ယန့်,Byee-Thara
YAR,ရာ,
YARE,ရဲ,
YARJ,ရာ့ဂျ်,
YARZA,ရာဇာ,
YARZAR,ရာဇာ,
YAT,ယတ်,
YATANA,ရတနာ,
YATANAR,ရတနာ,
YATI,ရတီ,
YAUK,ယောက်,Byee-Thara
YAUNG,ရောင်,
YAVANANGKUL,ရဗနန်ဂူးလ်,
YAW,ယော်,
YAWAI,ရဝေ,
YAWNG,ယောင်း,
YAWT,ရော့ဒ်,mmaws
YAY,ရေ,
YAZANA,ယဇန,
YAZAR,ရာဇာ,
YE,ရဲ,ရဲ / ရီ / ရည်
YE`,ရဲ,
YEA,ရဲ,
YEE,ရီ,
YEIK,ရိပ်,
YEIN,ရိန်,
YEINT,ယိမ့်,Byee-Thara
YEL,ရဲ,
YELL,ရဲ,
YEM,ရဲမ်,
YEN,ရမ်,
YEO,ရို,
YET,ရက်,
YI,ရီ,
YIE,ရီ,
YIMON,ရည်မွန်,
YIN,ယဉ်,ရင် / ယဉ်
YINE,ယိုင်,Byee-Thara
YING,ယိမ်,
YINGTSAWM,ရင့်တွမ်,
YINMAR,ယင်းမာ,
YINN,ယဉ်,ရင် / ယဉ်
YINT,ရင့်,
YIT,ရစ်,
YIYWAL,ရိရွဲ,
YLAING,ယှိုင်,Byee-Thara
YO,ယို,
YOE,ရိုး,
YOGALAL,ရိုဂလာ,
YOGALAR,ရိုဂလာ,
YOH,ယို့,Byee-Thara
YOHT,ယို့,Byee-Thara
YOKE,ယုတ်,Byee-Thara
YOM,ယုံ,
YON,ယွန်,
YONE,ယုန်,
YONG,ယောင်း,
YONN,ယွန််း,
YONT,ယွန့်,Byee-Thara
YOO,ယူး,Byee-Thara
YOON,ယွန်း,
YOPE,ရုပ်,mmaws
YOR,ယွာရ်,Nan OnePay
YOTE,ရုပ်,mmaws
YOU,ယု,
YOUM,ရွမ်း,mmaws
YOUN,ယွန်း,
YOUNG,ရမ်း,
YOY,ရိုင်,
YU,ယု,
YUE,ရွယ်,
YUKA,ယူက,
YUN,ယွန်း,
YUNE,ယွန်း,
YUNN,ယွန်း,
YUPA,ရူပ,
YUPAR,ရူပါ,
YUT,ရွတ်,mmaws
YUU,ရူး,
YUUPAR,ရူပါ,
YUZANA,ယုဇန,
YUZUNA,ယုဇန,
YWA,ရွ,Byee-Thara
YWAE,ရွေ့,mmaws
YWAL,ရွယ်,
YWAN,ရွမ်,Byee-Thara
YWAR,ရွာ,mmaws
YWAT,ရွက်,
YWE,ရွဲ,
YWET,ရွက်,mmaws
YWIN,ယွမ်,
YY,ယိုင်,Byee-Thara
YYA,ယျ,Byee-Thara
YYAW,ရော်,Byee-Thara
YYAWE,ရွယ်,Byee-Thara
YYAWT,ရော့,Byee-Thara
YYAY,ရေ,Byee-Thara
YYE,ရေး,Byee-Thara
YYO,ရိုး,Byee-Thara
YYU,ရူ,Byee-Thara
Z,ဇက်,
ZA,ဇ,
ZAAW,ဇော်,
ZABAI,စပယ်,
ZABALA,ဇာဘာလ,
ZABU,ဇမ္ဗူ,
ZAE,ဇေ,
ZAI,ဇိုင်း,Byee-Thara
ZAIK,ဇိုက်,Byee-Thara
ZAIKE,ဇိုက်,Byee-Thara
ZAIN,ဇိန်,Byee-Thara
ZAINE,ဇိုင်,Byee-Thara
ZAING,ဇိုင်,Byee-Thara
ZAL,ဇဲလ်,
ZALI,ဇလီ,
ZALL,ဇော,
ZAM,ဇမ်,
ZAMT,ဇမ့်,
ZAN,ဇန်,
ZANA,ဇန,
ZANE,ဇိန်း,mmaws
ZANG,ဇန်း,
ZANITA,ဇန္နိက,
ZANN,ဇန်း,Byee-Thara
ZANT,ဇန့်,Byee-Thara
ZANW,ဇော်,mmaws
ZAR,ဇာ,
ZARCHI,ဇာခြည်,
ZARGARA,ဇာဂရ,
ZARLI,ဇာလီ,
ZARNE,ဇာနည်,
ZARNEE,ဇာနည်,
ZARNI,ဇာနည်,
ZAT,ဇက်,
ZAUK,ဇောက်,Byee-Thara
ZAUNG,ဇေါင်း,mmaws
ZAW,ဇော်,
ZAWANA,ဇဝန,
ZAWAR,ဇဝါ,
ZAWE,ဇွဲ,
ZAWL,ဇော,
ZAWLTIKA,ဇောတိက,
ZAWW,ဇော်,
ZAY,ဇေ,
ZAYA,ဇေယျ,
ZAYAR,ဇေယျာ,
ZAYYA,ဇေယျ,
ZAYYAR,ဇေယျာ,
ZE,ဇီ,
ZEE,ဇီး,
ZEIK,ဇိတ်,Byee-Thara
ZEIN,ဇိန်း,Byee-Thara
ZEINT,ဇိမ့်,Byee-Thara
ZEN,ဈာန်,
ZET,ဇက်,
ZEW,ဇော,
ZEWL,ဇွဲ,
ZEY,ဇေ,
ZEYA,ဇေယျ,
ZEYAR,ဇေယျာ,
ZEYYA,ဇေယျ,
ZEYYAR,ဇေယျာ,
ZEZA,ဇီဇ,
ZEZAWA,ဇီဇဝါ,
ZEZAWAH,ဇီဇဝါ,
ZEZAWAR,ဇီဇဝါ,
ZHAN,ဇံ,
ZHANG,ဇန်,
ZHAW,ဇော်,
ZHENG,ဇောင်,
ZHI,ဇ္ဈိ,mmaws
ZHU,ဇူ,
ZI,ဇီ,
ZIK,ဇစ်,
ZIN,ဇင်,
ZINC,ဇင်,
ZINE,ဇိုင်,Byee-Thara
ZING,ဇင်း,
ZINN,ဇင်း,
ZINT,ဇင့်,Byee-Thara
ZINTHU,ဇင်သူ,
ZINYAW,ဇင်ယော်,
ZIT,ဇစ်,Byee-Thara
ZIZAWAR,ဇီဇဝါ,
ZLAING,ဇှိုင်,Byee-Thara
ZLAP,ဇလက်,
ZO,ဇို,
ZOE,ဇိုး,Byee-Thara
ZOH,ဇို့,Byee-Thara
ZOHT,ဇို့,Byee-Thara
ZOKE,ဇုတ်,Byee-Thara
ZOM,ဇုံမ်,
ZON,ဇွန်,
ZONE,ဇုန်,Byee-Thara
ZONG,စျွမ်း,Nan OnePay
ZONT,ဇွန့်,Byee-Thara
ZOO,ဇူး,Byee-Thara
ZOON,ဇွန်း,
ZOTHEE,ဇိုသီး,
ZU,ဇူ,
ZUBAIR,ဇူဘဲရား,
ZUE,ဇူး,
ZULY,ဇူလိုင်,
ZUN,ဇွန်,
ZUNE,ဇွန်,
ZUNG,ဇွန်,
ZUNN,ဇွန်း,Byee-Thara
ZUU,ဇူး,
ZWA,ဇွာ,
ZWAL,ဇွဲ,
ZWAM,ဇွမ််,
ZWAN,ဇွမ်,Byee-Thara
ZWE,ဇွဲ,
ZWEL,ဇွဲ,
ZY,ဇိုင်,Byee-Thara
ZYA,ဇ,Byee-Thara
ZYAN,ဈာန်,
ZYAW,ဇော်,Byee-Thara
ZYAWE,ဇွဲ,Byee-Thara
ZYAWT,ဇော့,Byee-Thara
ZYAY,ဇေ,Byee-Thara
ZYE,ဇေး,Byee-Thara
ZYO,ဇိုး,Byee-Thara
ZYU,ဇူ,Byee-Thara
